training set 809
validation set 203
-------------------------------------
{'lr': 0.0009605105020413945, 'batch_size': 8, 'weight_decay': 1.1923305553979827e-06, 'gamma': 0.00433118420135304}
train_acc: 0.44252163164400493, val_acc: 0.43349753694581283, train_loss: 1.2746075461025732, val_loss: 1.4404681979729037 (13 / 100)
train_acc: 0.4289245982694685, val_acc: 0.4236453201970443, train_loss: 1.312965357554121, val_loss: 1.3787222889256594 (14 / 100)
train_acc: 0.4388133498145859, val_acc: 0.43349753694581283, train_loss: 1.3017954136738819, val_loss: 1.364932125425104 (15 / 100)
train_acc: 0.49443757725587145, val_acc: 0.4975369458128079, train_loss: 1.2033426614273317, val_loss: 1.169169540769361 (16 / 100)
train_acc: 0.4956736711990111, val_acc: 0.39408866995073893, train_loss: 1.1575937268171086, val_loss: 1.3086077996662684 (17 / 100)
train_acc: 0.5030902348578492, val_acc: 0.5123152709359606, train_loss: 1.176639891378075, val_loss: 1.1515243261905725 (18 / 100)
train_acc: 0.5265760197775031, val_acc: 0.4827586206896552, train_loss: 1.1121047898777041, val_loss: 1.156601100719621 (19 / 100)
train_acc: 0.5377008652657602, val_acc: 0.5221674876847291, train_loss: 1.0845738504961484, val_loss: 1.143361752843622 (20 / 100)
train_acc: 0.5747836835599506, val_acc: 0.46798029556650245, train_loss: 1.0176695981632793, val_loss: 1.4583346244736846 (21 / 100)
train_acc: 0.553770086526576, val_acc: 0.5517241379310345, train_loss: 1.094821825605093, val_loss: 1.120042513743997 (22 / 100)
train_acc: 0.6279357231149567, val_acc: 0.5763546798029556, train_loss: 0.8899503325944483, val_loss: 1.1714457719784064 (23 / 100)
train_acc: 0.6291718170580964, val_acc: 0.5369458128078818, train_loss: 0.890588068991568, val_loss: 1.199276894184169 (24 / 100)
train_acc: 0.6341161928306551, val_acc: 0.5714285714285714, train_loss: 0.8507913096136747, val_loss: 1.1144180285372758 (25 / 100)
train_acc: 0.6711990111248455, val_acc: 0.5665024630541872, train_loss: 0.8073042031418998, val_loss: 1.2602138777671776 (26 / 100)
train_acc: 0.7033374536464772, val_acc: 0.5517241379310345, train_loss: 0.7648854288094123, val_loss: 1.0634306357999153 (27 / 100)
train_acc: 0.7564894932014833, val_acc: 0.5714285714285714, train_loss: 0.6614446793262685, val_loss: 1.0325749754318463 (28 / 100)
train_acc: 0.7330037082818294, val_acc: 0.5467980295566502, train_loss: 0.6809126517386608, val_loss: 1.3167154307435887 (29 / 100)
train_acc: 0.7898640296662547, val_acc: 0.5615763546798029, train_loss: 0.5177091837518737, val_loss: 1.5414305461267825 (30 / 100)
train_acc: 0.7873918417799752, val_acc: 0.5812807881773399, train_loss: 0.5383074083198576, val_loss: 1.1813814027849676 (31 / 100)
overfit -> train_accuracy 0.8417799752781211, val_accuracy 0.5665024630541872
lr 0.002265042705296789, batch 8, decay 7.97036358854321e-06, gamma 0.0019647526119155982, val accuracy 0.5812807881773399, val loss 1.1813814027849676 [13 / 50]
-------------------------------------
{'lr': 0.0012293420305338138, 'batch_size': 8, 'weight_decay': 2.4963998697671876e-06, 'gamma': 0.04895790490752158}
train_acc: 0.17552533992583436, val_acc: 0.18226600985221675, train_loss: 1.7822610595170294, val_loss: 1.7655875958832614 (1 / 100)
train_acc: 0.19283065512978986, val_acc: 0.18226600985221675, train_loss: 1.7681361812596268, val_loss: 1.749188975747583 (2 / 100)
train_acc: 0.23485784919653893, val_acc: 0.26108374384236455, train_loss: 1.7545441287409684, val_loss: 1.7327933669677509 (3 / 100)
train_acc: 0.24969097651421507, val_acc: 0.33497536945812806, train_loss: 1.7135213087456778, val_loss: 1.6197038536588546 (4 / 100)
train_acc: 0.27441285537700866, val_acc: 0.27586206896551724, train_loss: 1.6867143018873425, val_loss: 1.5773163916442194 (5 / 100)
train_acc: 0.30778739184178, val_acc: 0.270935960591133, train_loss: 1.5801655020201015, val_loss: 1.6869573863269074 (6 / 100)
train_acc: 0.3374536464771323, val_acc: 0.39901477832512317, train_loss: 1.551128593746605, val_loss: 1.4425082418131712 (7 / 100)
train_acc: 0.3473423980222497, val_acc: 0.3448275862068966, train_loss: 1.4996942552854162, val_loss: 1.538819066409407 (8 / 100)
train_acc: 0.3473423980222497, val_acc: 0.39408866995073893, train_loss: 1.4776036418117906, val_loss: 1.415419150455832 (9 / 100)
train_acc: 0.37824474660074164, val_acc: 0.4433497536945813, train_loss: 1.431210779583793, val_loss: 1.3660315780216836 (10 / 100)
train_acc: 0.3683559950556242, val_acc: 0.3645320197044335, train_loss: 1.4107097547929572, val_loss: 1.4225140199285422 (11 / 100)
train_acc: 0.3868974042027194, val_acc: 0.4433497536945813, train_loss: 1.4126554266336675, val_loss: 1.3446693420410156 (12 / 100)
train_acc: 0.40914709517923364, val_acc: 0.4433497536945813, train_loss: 1.399619272229698, val_loss: 1.3412030160133475 (13 / 100)
train_acc: 0.36711990111248455, val_acc: 0.4187192118226601, train_loss: 1.3711870253012413, val_loss: 1.3106417978925657 (14 / 100)
train_acc: 0.4289245982694685, val_acc: 0.4236453201970443, train_loss: 1.367989244508213, val_loss: 1.2875170801660698 (15 / 100)
train_acc: 0.42398022249690975, val_acc: 0.4433497536945813, train_loss: 1.3284713667903754, val_loss: 1.2420383357062128 (16 / 100)
train_acc: 0.4326328800988875, val_acc: 0.45320197044334976, train_loss: 1.3079257549255239, val_loss: 1.2702923619688438 (17 / 100)
train_acc: 0.4647713226205192, val_acc: 0.4827586206896552, train_loss: 1.2428781723946665, val_loss: 1.1678826424288633 (18 / 100)
train_acc: 0.4820766378244747, val_acc: 0.4729064039408867, train_loss: 1.21118901215024, val_loss: 1.1491613687552842 (19 / 100)
train_acc: 0.4956736711990111, val_acc: 0.4876847290640394, train_loss: 1.237008282221734, val_loss: 1.2060266703807663 (20 / 100)
train_acc: 0.4758961681087763, val_acc: 0.5172413793103449, train_loss: 1.2361772667492277, val_loss: 1.158628639329243 (21 / 100)
train_acc: 0.5006180469715699, val_acc: 0.4729064039408867, train_loss: 1.175528195644044, val_loss: 1.1462509385470687 (22 / 100)
train_acc: 0.5265760197775031, val_acc: 0.47783251231527096, train_loss: 1.1074120049423577, val_loss: 1.1873727455514993 (23 / 100)
train_acc: 0.5599505562422744, val_acc: 0.541871921182266, train_loss: 1.0620723673970207, val_loss: 1.0986592185321113 (24 / 100)
train_acc: 0.584672435105068, val_acc: 0.5369458128078818, train_loss: 1.0210360425659104, val_loss: 1.1914686416757518 (25 / 100)
train_acc: 0.5908529048207664, val_acc: 0.5467980295566502, train_loss: 1.0143389634060476, val_loss: 1.0825026648972422 (26 / 100)
train_acc: 0.61557478368356, val_acc: 0.541871921182266, train_loss: 0.9828951472257654, val_loss: 1.116101710079926 (27 / 100)
train_acc: 0.6266996291718171, val_acc: 0.5517241379310345, train_loss: 0.9133555750616991, val_loss: 1.0712466121013529 (28 / 100)
train_acc: 0.6180469715698393, val_acc: 0.5665024630541872, train_loss: 0.953591854227488, val_loss: 1.0888120725824328 (29 / 100)
train_acc: 0.6699629171817059, val_acc: 0.5270935960591133, train_loss: 0.7973945143785701, val_loss: 1.3795067500598326 (30 / 100)
train_acc: 0.6773794808405439, val_acc: 0.5566502463054187, train_loss: 0.8094091947352783, val_loss: 1.0199994788381266 (31 / 100)
train_acc: 0.7453646477132262, val_acc: 0.5566502463054187, train_loss: 0.6446349365896878, val_loss: 1.2165886134349655 (32 / 100)
train_acc: 0.7367119901112484, val_acc: 0.5960591133004927, train_loss: 0.6527918454890492, val_loss: 1.0513748511892234 (33 / 100)
train_acc: 0.788627935723115, val_acc: 0.6009852216748769, train_loss: 0.558384041261614, val_loss: 1.2224758610936808 (34 / 100)
overfit -> train_accuracy 0.8022249690976514, val_accuracy 0.5369458128078818
lr 0.0012293420305338138, batch 8, decay 2.4963998697671876e-06, gamma 0.04895790490752158, val accuracy 0.6009852216748769, val loss 1.2224758610936808 [14 / 50]
-------------------------------------
{'lr': 0.0017985736712632962, 'batch_size': 8, 'weight_decay': 6.770372407122572e-06, 'gamma': 0.0012705298026838524}
train_acc: 0.17676143386897405, val_acc: 0.18226600985221675, train_loss: 1.7777614936840402, val_loss: 1.7567907055023269 (1 / 100)
train_acc: 0.22126081582200247, val_acc: 0.27586206896551724, train_loss: 1.7564202417401948, val_loss: 1.7191515080447268 (2 / 100)
train_acc: 0.21755253399258342, val_acc: 0.2660098522167488, train_loss: 1.7250180860385023, val_loss: 1.7113807166151225 (3 / 100)
train_acc: 0.29295426452410384, val_acc: 0.2561576354679803, train_loss: 1.634912573068192, val_loss: 1.690915940430364 (4 / 100)
train_acc: 0.2867737948084054, val_acc: 0.3399014778325123, train_loss: 1.6621669983244944, val_loss: 1.5424410233943922 (5 / 100)
train_acc: 0.28182941903584674, val_acc: 0.3448275862068966, train_loss: 1.636900212767687, val_loss: 1.493179280769649 (6 / 100)
train_acc: 0.33127317676143386, val_acc: 0.3842364532019704, train_loss: 1.5350557773458058, val_loss: 1.5235548271921469 (7 / 100)
train_acc: 0.3522867737948084, val_acc: 0.39408866995073893, train_loss: 1.4854687968054867, val_loss: 1.3568593774523054 (8 / 100)
train_acc: 0.3547589616810878, val_acc: 0.3891625615763547, train_loss: 1.447929579925773, val_loss: 1.4085850057930782 (9 / 100)
train_acc: 0.39060568603213847, val_acc: 0.3891625615763547, train_loss: 1.418280850971585, val_loss: 1.3041380855250242 (10 / 100)
train_acc: 0.38442521631644005, val_acc: 0.41379310344827586, train_loss: 1.4423215887307825, val_loss: 1.404032007814041 (11 / 100)
train_acc: 0.4177997527812114, val_acc: 0.3842364532019704, train_loss: 1.3453505985227003, val_loss: 1.3218090730934895 (12 / 100)
train_acc: 0.3930778739184178, val_acc: 0.4236453201970443, train_loss: 1.3705928470059878, val_loss: 1.32759798571394 (13 / 100)
train_acc: 0.4079110012360939, val_acc: 0.4236453201970443, train_loss: 1.3179580194251646, val_loss: 1.262762841332722 (14 / 100)
train_acc: 0.43510506798516685, val_acc: 0.45320197044334976, train_loss: 1.2651163945239319, val_loss: 1.3449831449339542 (15 / 100)
train_acc: 0.43139678615574784, val_acc: 0.42857142857142855, train_loss: 1.3004981152648831, val_loss: 1.1877822127248265 (16 / 100)
train_acc: 0.45488257107540175, val_acc: 0.4975369458128079, train_loss: 1.2686549344080487, val_loss: 1.2462405192440953 (17 / 100)
train_acc: 0.4746600741656366, val_acc: 0.43842364532019706, train_loss: 1.2034630339284174, val_loss: 1.2866782349318706 (18 / 100)
train_acc: 0.519159456118665, val_acc: 0.43842364532019706, train_loss: 1.1631181969483497, val_loss: 1.3043699334994914 (19 / 100)
train_acc: 0.4857849196538937, val_acc: 0.46798029556650245, train_loss: 1.1865595439161152, val_loss: 1.280242227274796 (20 / 100)
train_acc: 0.5018541409147095, val_acc: 0.45320197044334976, train_loss: 1.128410342597254, val_loss: 1.202780145142466 (21 / 100)
train_acc: 0.49443757725587145, val_acc: 0.4630541871921182, train_loss: 1.141523564849118, val_loss: 1.2242781989680136 (22 / 100)
train_acc: 0.5574783683559951, val_acc: 0.4975369458128079, train_loss: 1.0479763388191667, val_loss: 1.2114894871641262 (23 / 100)
train_acc: 0.5574783683559951, val_acc: 0.5270935960591133, train_loss: 1.0219944917374695, val_loss: 1.0929036498657 (24 / 100)
train_acc: 0.5797280593325093, val_acc: 0.5270935960591133, train_loss: 0.9875876673661882, val_loss: 1.0891739846450355 (25 / 100)
train_acc: 0.6118665018541409, val_acc: 0.5369458128078818, train_loss: 0.9232137326993812, val_loss: 1.129308716710565 (26 / 100)
train_acc: 0.6205191594561187, val_acc: 0.4975369458128079, train_loss: 0.9207110699676023, val_loss: 1.1973873303441578 (27 / 100)
train_acc: 0.6415327564894932, val_acc: 0.5467980295566502, train_loss: 0.8794694969474312, val_loss: 1.1602861104634008 (28 / 100)
train_acc: 0.6847960444993819, val_acc: 0.5221674876847291, train_loss: 0.7767133721609788, val_loss: 1.2610819169453211 (29 / 100)
train_acc: 0.6761433868974042, val_acc: 0.5517241379310345, train_loss: 0.7726737114938139, val_loss: 1.043742491143384 (30 / 100)
train_acc: 0.7194066749072929, val_acc: 0.5270935960591133, train_loss: 0.6959862744410341, val_loss: 1.203360529955972 (31 / 100)
train_acc: 0.7218788627935723, val_acc: 0.5615763546798029, train_loss: 0.6642345611480317, val_loss: 1.1422639547897677 (32 / 100)
train_acc: 0.7824474660074165, val_acc: 0.541871921182266, train_loss: 0.5529982896316773, val_loss: 1.6829731728643031 (33 / 100)
train_acc: 0.7700865265760197, val_acc: 0.5812807881773399, train_loss: 0.5818547353756295, val_loss: 1.4406697004299445 (34 / 100)
train_acc: 0.7552533992583437, val_acc: 0.5911330049261084, train_loss: 0.5941677971734989, val_loss: 1.3781525980075593 (35 / 100)
overfit -> train_accuracy 0.8380716934487021, val_accuracy 0.5862068965517241
lr 0.0017985736712632962, batch 8, decay 6.770372407122572e-06, gamma 0.0012705298026838524, val accuracy 0.5911330049261084, val loss 1.3781525980075593 [15 / 50]
-------------------------------------
{'lr': 0.001186262178088991, 'batch_size': 8, 'weight_decay': 6.891577694584457e-05, 'gamma': 0.01957640469640343}
train_acc: 0.2138442521631644, val_acc: 0.18226600985221675, train_loss: 1.7738932023384368, val_loss: 1.7589508330293477 (1 / 100)
train_acc: 0.2126081582200247, val_acc: 0.20689655172413793, train_loss: 1.7646846545788797, val_loss: 1.7386675368388886 (2 / 100)
train_acc: 0.22991347342398022, val_acc: 0.1921182266009852, train_loss: 1.735667334351463, val_loss: 1.7231467762604136 (3 / 100)
train_acc: 0.2558714462299135, val_acc: 0.3399014778325123, train_loss: 1.697244792697751, val_loss: 1.5932923473160843 (4 / 100)
train_acc: 0.29295426452410384, val_acc: 0.30049261083743845, train_loss: 1.6687341249180665, val_loss: 1.6887059951650685 (5 / 100)
train_acc: 0.3411619283065513, val_acc: 0.35960591133004927, train_loss: 1.5825698434643456, val_loss: 1.4707990820184718 (6 / 100)
train_acc: 0.34610630407911, val_acc: 0.3793103448275862, train_loss: 1.5496369990783805, val_loss: 1.4684612856709898 (7 / 100)
train_acc: 0.37824474660074164, val_acc: 0.3694581280788177, train_loss: 1.4520814947793157, val_loss: 1.4083534385183174 (8 / 100)
train_acc: 0.35970333745364647, val_acc: 0.39901477832512317, train_loss: 1.485374904091485, val_loss: 1.3517908562580352 (9 / 100)
train_acc: 0.34239802224969096, val_acc: 0.31527093596059114, train_loss: 1.4342146905597266, val_loss: 1.7011127284007708 (10 / 100)
train_acc: 0.3572311495673671, val_acc: 0.3448275862068966, train_loss: 1.4503068997627135, val_loss: 1.5288730202050045 (11 / 100)
train_acc: 0.40667490729295425, val_acc: 0.4187192118226601, train_loss: 1.379623035565295, val_loss: 1.2900421860182814 (12 / 100)
train_acc: 0.40173053152039556, val_acc: 0.4236453201970443, train_loss: 1.34286871416165, val_loss: 1.2889534428789111 (13 / 100)
train_acc: 0.4054388133498146, val_acc: 0.39408866995073893, train_loss: 1.3488007864934406, val_loss: 1.3660990851266044 (14 / 100)
train_acc: 0.43510506798516685, val_acc: 0.42857142857142855, train_loss: 1.3018758504735524, val_loss: 1.218188942653205 (15 / 100)
train_acc: 0.4289245982694685, val_acc: 0.39901477832512317, train_loss: 1.3188393507958638, val_loss: 1.2815460225044213 (16 / 100)
train_acc: 0.4437577255871446, val_acc: 0.43842364532019706, train_loss: 1.2612182544394683, val_loss: 1.3358876634701131 (17 / 100)
train_acc: 0.45982694684796044, val_acc: 0.4482758620689655, train_loss: 1.2344994105868345, val_loss: 1.41732925029811 (18 / 100)
train_acc: 0.4635352286773795, val_acc: 0.46798029556650245, train_loss: 1.256229801879383, val_loss: 1.2090858802419577 (19 / 100)
train_acc: 0.4857849196538937, val_acc: 0.458128078817734, train_loss: 1.2001651005338236, val_loss: 1.2076979805096029 (20 / 100)
train_acc: 0.45982694684796044, val_acc: 0.42857142857142855, train_loss: 1.1946113209789262, val_loss: 1.2836655102339871 (21 / 100)
train_acc: 0.4956736711990111, val_acc: 0.4975369458128079, train_loss: 1.1737368044953411, val_loss: 1.1955267484552168 (22 / 100)
train_acc: 0.5080346106304079, val_acc: 0.4827586206896552, train_loss: 1.1429833352050027, val_loss: 1.2324176084231862 (23 / 100)
train_acc: 0.519159456118665, val_acc: 0.4630541871921182, train_loss: 1.1319534931843007, val_loss: 1.2107538075869895 (24 / 100)
train_acc: 0.5278121137206427, val_acc: 0.4729064039408867, train_loss: 1.1682914208128072, val_loss: 1.2271733771404023 (25 / 100)
train_acc: 0.5550061804697157, val_acc: 0.5024630541871922, train_loss: 1.0893989882451496, val_loss: 1.143706471755587 (26 / 100)
train_acc: 0.5475896168108776, val_acc: 0.5665024630541872, train_loss: 1.074445045480622, val_loss: 0.9935125708580017 (27 / 100)
train_acc: 0.5871446229913473, val_acc: 0.5073891625615764, train_loss: 0.9721482389494869, val_loss: 1.234652545064541 (28 / 100)
train_acc: 0.588380716934487, val_acc: 0.5123152709359606, train_loss: 0.952636272562449, val_loss: 1.3894308681411696 (29 / 100)
train_acc: 0.6143386897404203, val_acc: 0.541871921182266, train_loss: 0.9231101971474213, val_loss: 1.0002160166284721 (30 / 100)
train_acc: 0.6662546353522868, val_acc: 0.5467980295566502, train_loss: 0.853624851064128, val_loss: 1.1545628482485053 (31 / 100)
train_acc: 0.6711990111248455, val_acc: 0.5615763546798029, train_loss: 0.8488163335066938, val_loss: 1.064182674649901 (32 / 100)
train_acc: 0.6501854140914709, val_acc: 0.5369458128078818, train_loss: 0.859116861935157, val_loss: 1.059413513379731 (33 / 100)
train_acc: 0.6687268232385661, val_acc: 0.5172413793103449, train_loss: 0.8091242130666197, val_loss: 1.2904582499283288 (34 / 100)
train_acc: 0.681087762669963, val_acc: 0.5615763546798029, train_loss: 0.7704795383847098, val_loss: 1.2264628815533491 (35 / 100)
train_acc: 0.7268232385661311, val_acc: 0.5615763546798029, train_loss: 0.7136053299284983, val_loss: 1.1049482329138394 (36 / 100)
overfit -> train_accuracy 0.7676143386897404, val_accuracy 0.5073891625615764
lr 0.001186262178088991, batch 8, decay 6.891577694584457e-05, gamma 0.01957640469640343, val accuracy 0.5665024630541872, val loss 0.9935125708580017 [16 / 50]
-------------------------------------
{'lr': 0.0010339137462550302, 'batch_size': 8, 'weight_decay': 2.2486189682794548e-05, 'gamma': 0.00852620102848672}
train_acc: 0.1792336217552534, val_acc: 0.18226600985221675, train_loss: 1.7829768513277524, val_loss: 1.762414783679793 (1 / 100)
train_acc: 0.20395550061804696, val_acc: 0.22167487684729065, train_loss: 1.7698522115077902, val_loss: 1.7495194673538208 (2 / 100)
train_acc: 0.23980222496909764, val_acc: 0.2955665024630542, train_loss: 1.7561884213731669, val_loss: 1.7253366426881311 (3 / 100)
train_acc: 0.26823238566131025, val_acc: 0.22167487684729065, train_loss: 1.7195635390075381, val_loss: 1.6688553359120937 (4 / 100)
train_acc: 0.29171817058096416, val_acc: 0.3251231527093596, train_loss: 1.645380726556106, val_loss: 1.521500820596817 (5 / 100)
train_acc: 0.34239802224969096, val_acc: 0.3103448275862069, train_loss: 1.601610467224687, val_loss: 1.5384669039636998 (6 / 100)
train_acc: 0.3127317676143387, val_acc: 0.30049261083743845, train_loss: 1.5680341646904115, val_loss: 1.641422274077467 (7 / 100)
train_acc: 0.37453646477132263, val_acc: 0.37438423645320196, train_loss: 1.5460548770737148, val_loss: 1.4496139029563941 (8 / 100)
train_acc: 0.35599505562422745, val_acc: 0.41379310344827586, train_loss: 1.4640009320710587, val_loss: 1.3750205527385468 (9 / 100)
train_acc: 0.3535228677379481, val_acc: 0.39408866995073893, train_loss: 1.4593873793174075, val_loss: 1.3457055837650018 (10 / 100)
train_acc: 0.38442521631644005, val_acc: 0.3448275862068966, train_loss: 1.4310125405767793, val_loss: 1.5795449370821122 (11 / 100)
train_acc: 0.3868974042027194, val_acc: 0.4236453201970443, train_loss: 1.434323434187249, val_loss: 1.2804071386459426 (12 / 100)
train_acc: 0.37453646477132263, val_acc: 0.4187192118226601, train_loss: 1.4131842766910312, val_loss: 1.348330040283391 (13 / 100)
train_acc: 0.39555006180469715, val_acc: 0.45320197044334976, train_loss: 1.393487642957784, val_loss: 1.2651651366590866 (14 / 100)
train_acc: 0.4177997527812114, val_acc: 0.43349753694581283, train_loss: 1.381116369598728, val_loss: 1.2715984383240122 (15 / 100)
train_acc: 0.44870210135970334, val_acc: 0.43349753694581283, train_loss: 1.3159860721772032, val_loss: 1.2864778552736555 (16 / 100)
train_acc: 0.4388133498145859, val_acc: 0.42857142857142855, train_loss: 1.3057656273411584, val_loss: 1.2622148697012163 (17 / 100)
train_acc: 0.44128553770086526, val_acc: 0.4729064039408867, train_loss: 1.3013869661041184, val_loss: 1.2581456277170793 (18 / 100)
train_acc: 0.47713226205191595, val_acc: 0.43842364532019706, train_loss: 1.2540273799000328, val_loss: 1.2279297659549806 (19 / 100)
train_acc: 0.4672435105067985, val_acc: 0.5073891625615764, train_loss: 1.2479164538483685, val_loss: 1.1865068039870614 (20 / 100)
train_acc: 0.45982694684796044, val_acc: 0.5073891625615764, train_loss: 1.2333546574831893, val_loss: 1.210357987528364 (21 / 100)
train_acc: 0.5105067985166872, val_acc: 0.5073891625615764, train_loss: 1.1843543129297358, val_loss: 1.1022559668630214 (22 / 100)
train_acc: 0.4956736711990111, val_acc: 0.4975369458128079, train_loss: 1.1881384634411674, val_loss: 1.1664699891517902 (23 / 100)
train_acc: 0.4919653893695921, val_acc: 0.5073891625615764, train_loss: 1.1923012347392306, val_loss: 1.1182183138842654 (24 / 100)
train_acc: 0.5389369592088998, val_acc: 0.45320197044334976, train_loss: 1.1224648009419294, val_loss: 1.1624178786583135 (25 / 100)
train_acc: 0.5414091470951793, val_acc: 0.4975369458128079, train_loss: 1.096029799270394, val_loss: 1.1593590320037503 (26 / 100)
train_acc: 0.5772558714462299, val_acc: 0.4876847290640394, train_loss: 1.0548790152494338, val_loss: 1.1620461579614085 (27 / 100)
train_acc: 0.5723114956736712, val_acc: 0.5172413793103449, train_loss: 1.015988510382927, val_loss: 1.0694121322021108 (28 / 100)
train_acc: 0.5896168108776267, val_acc: 0.5270935960591133, train_loss: 0.9858182337139682, val_loss: 1.1215921511203784 (29 / 100)
train_acc: 0.5772558714462299, val_acc: 0.5320197044334976, train_loss: 0.9999625697566199, val_loss: 1.0601092309787357 (30 / 100)
train_acc: 0.6316440049443758, val_acc: 0.5615763546798029, train_loss: 0.8913124583118189, val_loss: 1.1036004468137994 (31 / 100)
train_acc: 0.6489493201483313, val_acc: 0.5320197044334976, train_loss: 0.8791353755592564, val_loss: 1.1304518066603562 (32 / 100)
train_acc: 0.6489493201483313, val_acc: 0.5960591133004927, train_loss: 0.8502535999779058, val_loss: 1.062395201674823 (33 / 100)
train_acc: 0.7107540173053152, val_acc: 0.5369458128078818, train_loss: 0.7312602604864848, val_loss: 1.195276477066754 (34 / 100)
train_acc: 0.6909765142150803, val_acc: 0.5862068965517241, train_loss: 0.8096007328245637, val_loss: 1.0844670005619819 (35 / 100)
train_acc: 0.7243510506798516, val_acc: 0.5714285714285714, train_loss: 0.7026837401101262, val_loss: 1.1046459639600932 (36 / 100)
train_acc: 0.7601977750309024, val_acc: 0.5517241379310345, train_loss: 0.6145602006405334, val_loss: 1.2463834323906546 (37 / 100)
train_acc: 0.7935723114956736, val_acc: 0.5911330049261084, train_loss: 0.5482396320595287, val_loss: 1.2741284299953817 (38 / 100)
train_acc: 0.8046971569839307, val_acc: 0.5566502463054187, train_loss: 0.558502946265401, val_loss: 1.2834677743207057 (39 / 100)
train_acc: 0.754017305315204, val_acc: 0.5763546798029556, train_loss: 0.628413886310733, val_loss: 1.1019341839945376 (40 / 100)
overfit -> train_accuracy 0.8331273176761433, val_accuracy 0.5665024630541872
lr 0.0010339137462550302, batch 8, decay 2.2486189682794548e-05, gamma 0.00852620102848672, val accuracy 0.5960591133004927, val loss 1.062395201674823 [17 / 50]
-------------------------------------
{'lr': 0.0014189436352533258, 'batch_size': 8, 'weight_decay': 2.6942389037779982e-06, 'gamma': 0.02008944129453069}
train_acc: 0.19406674907292953, val_acc: 0.18226600985221675, train_loss: 1.7668264099340356, val_loss: 1.760201949791368 (1 / 100)
train_acc: 0.20148331273176762, val_acc: 0.3251231527093596, train_loss: 1.7637080431573913, val_loss: 1.7328840294495005 (2 / 100)
train_acc: 0.27935723114956734, val_acc: 0.33004926108374383, train_loss: 1.7303790427256278, val_loss: 1.652577748439582 (3 / 100)
train_acc: 0.2978986402966625, val_acc: 0.28078817733990147, train_loss: 1.6463484811252362, val_loss: 1.6081860130056371 (4 / 100)
train_acc: 0.3053152039555006, val_acc: 0.35960591133004927, train_loss: 1.6313729809300124, val_loss: 1.5471642457792911 (5 / 100)
train_acc: 0.3374536464771323, val_acc: 0.39901477832512317, train_loss: 1.5406832264733992, val_loss: 1.402942794590748 (6 / 100)
train_acc: 0.3683559950556242, val_acc: 0.3645320197044335, train_loss: 1.4672036204850865, val_loss: 1.3744171758003423 (7 / 100)
train_acc: 0.3362175525339926, val_acc: 0.4039408866995074, train_loss: 1.4933542132524977, val_loss: 1.355611337816774 (8 / 100)
train_acc: 0.3794808405438813, val_acc: 0.4088669950738916, train_loss: 1.4563230032973884, val_loss: 1.3911420001185 (9 / 100)
train_acc: 0.411619283065513, val_acc: 0.4039408866995074, train_loss: 1.3748369386375907, val_loss: 1.3875047403016114 (10 / 100)
train_acc: 0.38813349814585907, val_acc: 0.3891625615763547, train_loss: 1.3711814000668425, val_loss: 1.3061374402398547 (11 / 100)
train_acc: 0.39184177997527814, val_acc: 0.39901477832512317, train_loss: 1.3898617882369033, val_loss: 1.3140507428516894 (12 / 100)
train_acc: 0.42027194066749074, val_acc: 0.4088669950738916, train_loss: 1.3487982244515153, val_loss: 1.2570013594744829 (13 / 100)
train_acc: 0.415327564894932, val_acc: 0.4433497536945813, train_loss: 1.3126851557506471, val_loss: 1.2516055676737443 (14 / 100)
train_acc: 0.44128553770086526, val_acc: 0.4088669950738916, train_loss: 1.2827782244853243, val_loss: 1.2715334181715114 (15 / 100)
train_acc: 0.4264524103831891, val_acc: 0.4187192118226601, train_loss: 1.2986845298220113, val_loss: 1.3402485254362886 (16 / 100)
train_acc: 0.44252163164400493, val_acc: 0.41379310344827586, train_loss: 1.28630947860416, val_loss: 1.225843451880469 (17 / 100)
train_acc: 0.46600741656365885, val_acc: 0.43842364532019706, train_loss: 1.2375619731226428, val_loss: 1.2027225694045645 (18 / 100)
train_acc: 0.4820766378244747, val_acc: 0.4975369458128079, train_loss: 1.1875931544710592, val_loss: 1.255514788510177 (19 / 100)
train_acc: 0.47713226205191595, val_acc: 0.5024630541871922, train_loss: 1.202028457254945, val_loss: 1.1937572615487235 (20 / 100)
train_acc: 0.5055624227441285, val_acc: 0.43842364532019706, train_loss: 1.1591068148170915, val_loss: 1.2385102375387558 (21 / 100)
train_acc: 0.5030902348578492, val_acc: 0.45320197044334976, train_loss: 1.1449606387665303, val_loss: 1.2124040214886218 (22 / 100)
train_acc: 0.4956736711990111, val_acc: 0.4975369458128079, train_loss: 1.1472394649118958, val_loss: 1.131776174300997 (23 / 100)
train_acc: 0.5327564894932015, val_acc: 0.4433497536945813, train_loss: 1.0706533181799947, val_loss: 1.7504760787404816 (24 / 100)
train_acc: 0.5512978986402967, val_acc: 0.43349753694581283, train_loss: 1.0375268338489887, val_loss: 1.2268411053225325 (25 / 100)
train_acc: 0.5438813349814586, val_acc: 0.4630541871921182, train_loss: 1.054695997161535, val_loss: 1.2724141974754521 (26 / 100)
train_acc: 0.553770086526576, val_acc: 0.47783251231527096, train_loss: 1.0934806662820031, val_loss: 1.4240365078296569 (27 / 100)
train_acc: 0.6069221260815822, val_acc: 0.5123152709359606, train_loss: 0.9690903043570124, val_loss: 1.0974815725692975 (28 / 100)
